id,nni,first_name,last_name,full_name,gender,birth_date,ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,profile_type,kyc_level,status,device_type,registration_date,last_login,created_at,updated_at
3469,9306301091,Souleymane,Ould Khalil,Souleymane Ould Khalil,M,1993-12-26,MAURE,+22233853429,,6,Brakna,18,,ACTIVE,,INACTIVE,ANDROID,2023-09-05,2023-09-16T10:49:42.228Z,2023-09-05T01:57:45.957Z,2023-09-16T10:49:42.228Z
8202,7302535915,Taleb,Ould Vall,Taleb Ould Vall,M,1973-04-09,MAURE,+22224326376,,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,ANDROID,2023-08-12,2024-02-25T23:01:56.614Z,2023-08-12T03:12:02.533Z,2024-02-25T23:01:56.614Z
9487,6901707370,Hapsatou,Sarr,Hapsatou Sarr,F,1969-01-10,SONINKE,+22234203554,,1,Nouakchott-Nord,2,,STANDARD,,INACTIVE,IOS,2022-11-07,2023-09-28T17:55:27.418Z,2022-11-07T09:26:54.250Z,2023-09-28T17:55:27.418Z
5606,8707225966,Oumar,Sarr,Oumar Sarr,M,1987-04-22,PEUL,+22237136888,,7,Gorgol,24,,ACTIVE,,ACTIVE,ANDROID,2022-07-24,2024-10-17T23:41:15.185Z,2022-07-24T05:40:56.753Z,2024-10-17T23:41:15.185Z
5621,7902866468,Oumou,Mint Messoud,Oumou Mint Messoud,F,1979-08-03,MAURE,+22224744973,,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,ANDROID,2024-08-06,2024-10-10T12:59:07.198Z,2024-08-06T16:28:02.119Z,2024-10-10T12:59:07.198Z
5783,7001609058,Souleymane,Baldé,Souleymane Baldé,M,1970-10-11,SONINKE,+22225933992,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2024-01-02,2024-05-26T02:08:04.964Z,2024-01-02T10:28:43.616Z,2024-05-26T02:08:04.964Z
5042,6901582506,Houda,Mint El Hacen,Houda Mint El Hacen,F,1969-02-18,MAURE,+22224003002,,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,IOS,2024-04-02,2024-10-24T04:15:06.861Z,2024-04-02T02:45:40.349Z,2024-10-24T04:15:06.861Z
2507,6001477634,Nana,Wane,Nana Wane,F,1960-02-06,PEUL,+22246953980,,1,Nouakchott-Nord,1,,STANDARD,,INACTIVE,WEB,2024-04-04,2024-06-23T23:33:01.184Z,2024-04-04T14:43:35.465Z,2024-06-23T23:33:01.184Z
2116,7803822774,Tekber,Mint Eleya,Tekber Mint Eleya,F,1978-11-19,MAURE,+22223828266,tekber.minteleya209@gmail.com,3,Nouakchott-Sud,9,,STANDARD,,INACTIVE,ANDROID,2024-01-13,2024-01-21T00:39:18.314Z,2024-01-13T03:30:17.079Z,2024-01-21T00:39:18.314Z
7571,7215076491,Mohamed Vall,Gaye,Mohamed Vall Gaye,M,1972-08-25,WOLOF,+22222095709,mohamedvall.gaye440@hotmail.fr,15,Tiris Zemmour,53,,DORMANT,,ACTIVE,ANDROID,2023-01-30,2024-09-09T00:26:42.147Z,2023-01-30T10:21:17.533Z,2024-09-09T00:26:42.147Z
8573,0302418109,Yacine,Cissé,Yacine Cissé,F,2003-03-06,SONINKE,+22225180042,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2022-09-01,2023-05-25T15:23:49.290Z,2022-09-01T08:02:05.635Z,2023-05-25T15:23:49.290Z
9352,8702129122,Vall,Dia,Vall Dia,M,1987-01-21,PEUL,+22246666177,,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2024-09-12,2024-12-28T13:04:08.554Z,2024-09-12T15:22:18.715Z,2024-12-28T13:04:08.554Z
7439,7202483714,Oumou,Mint Vall,Oumou Mint Vall,F,1972-08-15,MAURE,+22225289255,,2,Nouakchott-Ouest,5,,PREMIUM,,ACTIVE,USSD,2023-08-14,2024-10-03T06:54:42.001Z,2023-08-14T08:37:59.882Z,2024-10-03T06:54:42.001Z
2617,0304582899,Zein,Ould Hamadi,Zein Ould Hamadi,M,2003-04-14,MAURE,+22224046358,zein.ouldhamadi884@hotmail.fr,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,WEB,2023-06-20,2023-08-20T04:54:16.247Z,2023-06-20T06:38:56.380Z,2023-08-20T04:54:16.247Z
8803,8604831471,Fatima,Mint Khatri,Fatima Mint Khatri,F,1986-10-08,MAURE,+22242122053,,4,Dakhlet Nouadhibou,10,,PREMIUM,,SUSPENDED,ANDROID,2023-04-26,2024-04-12T23:00:49.436Z,2023-04-26T19:31:25.156Z,2024-04-12T23:00:49.436Z
4270,8602024361,Vadel,Ould Hamoud,Vadel Ould Hamoud,M,1986-12-09,MAURE,+22223256068,vadel.ouldhamoud861@outlook.com,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2024-01-03,2024-06-16T03:49:59.867Z,2024-01-03T02:30:22.644Z,2024-06-16T03:49:59.867Z
196,6304318667,Aichetou,Mint Saad,Aichetou Mint Saad,F,1963-10-04,MAURE,+22224530071,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,USSD,2023-10-05,2024-01-16T01:38:22.942Z,2023-10-05T21:52:20.007Z,2024-01-16T01:38:22.942Z
4193,9201175397,Leila,Mint Abeih,Leila Mint Abeih,F,1992-01-19,MAURE,+22246467544,leila.mintabeih123@gmail.com,1,Nouakchott-Nord,3,,VIP,,ACTIVE,ANDROID,2022-11-13,2023-06-07T06:52:30.753Z,2022-11-13T03:19:37.019Z,2023-06-07T06:52:30.753Z
5308,9802829312,Mohamed Mahmoud,Wade,Mohamed Mahmoud Wade,M,1998-06-24,WOLOF,+22232249760,,2,Nouakchott-Ouest,4,,PREMIUM,,ACTIVE,WEB,2024-12-23,2024-12-24T06:03:47.680Z,2024-12-23T10:50:52.155Z,2024-12-24T06:03:47.680Z
682,9501042696,Bakary,Mbaye,Bakary Mbaye,M,1995-03-25,SONINKE,+22233262543,bakary.mbaye927@yahoo.fr,1,Nouakchott-Nord,3,,OCCASIONAL,,ACTIVE,ANDROID,2022-02-18,2022-06-28T02:40:33.390Z,2022-02-18T02:31:21.139Z,2022-06-28T02:40:33.390Z
1821,7904531492,Mouna,Mint Ahmed,Mouna Mint Ahmed,F,1979-01-08,MAURE,+22223350773,mouna.mintahmed728@hotmail.fr,4,Dakhlet Nouadhibou,10,,STANDARD,,PENDING_KYC,ANDROID,2022-03-28,2024-07-03T15:58:14.771Z,2022-03-28T00:52:34.353Z,2024-07-03T15:58:14.771Z
5909,6403870851,Aminetou,Mint Khalil,Aminetou Mint Khalil,F,1964-03-05,MAURE,+22245256104,,3,Nouakchott-Sud,7,,ACTIVE,,ACTIVE,USSD,2022-07-02,2024-10-21T07:06:19.409Z,2022-07-02T14:41:12.902Z,2024-10-21T07:06:19.409Z
8601,8705079769,Saad,Ould Messoud,Saad Ould Messoud,M,1987-06-01,MAURE,+22224176853,,5,Trarza,15,,OCCASIONAL,,PENDING_KYC,ANDROID,2023-02-19,2023-10-02T22:55:49.544Z,2023-02-19T19:48:50.963Z,2023-10-02T22:55:49.544Z
4474,6203699803,Sidi Mohamed,Ould Jiddou,Sidi Mohamed Ould Jiddou,M,1962-01-07,MAURE,+22233372827,,3,Nouakchott-Sud,8,,STANDARD,,INACTIVE,USSD,2023-11-30,2024-10-08T21:23:37.706Z,2023-11-30T12:16:41.383Z,2024-10-08T21:23:37.706Z
9163,6401123603,Siaka,Dramé,Siaka Dramé,M,1964-11-18,PEUL,+22222519034,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2022-05-04,2022-11-02T02:42:54.016Z,2022-05-04T04:44:12.633Z,2022-11-02T02:42:54.016Z
9839,8101397931,Youssouf,Mbaye,Youssouf Mbaye,M,1981-08-23,WOLOF,+22245369159,youssouf.mbaye379@gmail.com,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,USSD,2024-10-24,2024-12-03T01:53:11.401Z,2024-10-24T16:29:10.046Z,2024-12-03T01:53:11.401Z
975,8702041967,Hawa,Kanouté,Hawa Kanouté,F,1987-03-10,WOLOF,+22222460144,,2,Nouakchott-Ouest,5,,STANDARD,,INACTIVE,ANDROID,2023-12-03,2024-06-27T19:05:53.091Z,2023-12-03T20:21:25.058Z,2024-06-27T19:05:53.091Z
1443,7503494349,Mariam,Mint Limam,Mariam Mint Limam,F,1975-04-21,MAURE,+22237850626,mariam.mintlimam280@yahoo.fr,3,Nouakchott-Sud,9,,OCCASIONAL,,ACTIVE,WEB,2023-07-03,2024-11-07T13:48:00.178Z,2023-07-03T03:11:27.783Z,2024-11-07T13:48:00.178Z
8941,9702660763,Vadel,Sissoko,Vadel Sissoko,M,1997-01-17,PEUL,+22232562329,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,USSD,2022-06-07,2023-01-07T16:59:23.985Z,2022-06-07T09:50:11.283Z,2023-01-07T16:59:23.985Z
3624,8501090407,Youssouf,Doucouré,Youssouf Doucouré,M,1985-05-23,PEUL,+22234802124,,1,Nouakchott-Nord,2,,STANDARD,,PENDING_KYC,ANDROID,2023-12-01,2024-09-26T08:49:46.960Z,2023-12-01T20:57:35.070Z,2024-09-26T08:49:46.960Z
3519,0402301303,Mariam,Bah,Mariam Bah,F,2004-02-06,WOLOF,+22224671732,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2023-05-25,2023-12-02T11:42:31.930Z,2023-05-25T03:41:47.395Z,2023-12-02T11:42:31.930Z
8406,0202158817,Aicha,Diop,Aicha Diop,F,2002-10-17,PEUL,+22233956676,,2,Nouakchott-Ouest,6,,OCCASIONAL,,ACTIVE,ANDROID,2022-06-15,2024-11-25T07:13:47.714Z,2022-06-15T02:53:20.471Z,2024-11-25T07:13:47.714Z
4539,0301965699,Bintou,Thiam,Bintou Thiam,F,2003-12-26,WOLOF,+22242906173,bintou.thiam476@yahoo.fr,1,Nouakchott-Nord,2,,STANDARD,,ACTIVE,ANDROID,2024-10-09,2024-10-24T01:16:59.086Z,2024-10-09T14:26:10.619Z,2024-10-24T01:16:59.086Z
9299,6102555307,Cheikh,Ould El Ghassem,Cheikh Ould El Ghassem,M,1961-06-13,MAURE,+22224924017,cheikh.ouldelghassem203@yahoo.fr,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2022-08-14,2024-01-17T22:03:19.247Z,2022-08-14T22:42:56.690Z,2024-01-17T22:03:19.247Z
4000,8104945203,Cheikh,Ould Habiboullah,Cheikh Ould Habiboullah,M,1981-01-03,MAURE,+22233964463,cheikh.ouldhabiboullah298@outlook.com,4,Dakhlet Nouadhibou,10,,VIP,,INACTIVE,ANDROID,2023-01-17,2024-10-01T22:39:22.649Z,2023-01-17T04:25:50.884Z,2024-10-01T22:39:22.649Z
3437,0503926689,Sakouba,Gaye,Sakouba Gaye,M,2005-11-18,SONINKE,+22237762123,sakouba.gaye411@gmail.com,3,Nouakchott-Sud,7,,ACTIVE,,ACTIVE,ANDROID,2023-05-30,2023-11-28T10:04:27.157Z,2023-05-30T04:17:17.318Z,2023-11-28T10:04:27.157Z
9849,7901356337,Aicha,Kane,Aicha Kane,F,1979-07-04,PEUL,+22234123603,aicha.kane107@outlook.com,1,Nouakchott-Nord,3,,ACTIVE,,PENDING_KYC,IOS,2023-05-10,2023-07-16T20:43:31.258Z,2023-05-10T06:38:33.802Z,2023-07-16T20:43:31.258Z
7038,7901844441,Mohamed Salem,Ould El Hacen,Mohamed Salem Ould El Hacen,M,1979-09-09,MAURE,+22222337857,mohamedsalem.ouldelhacen937@gmail.com,1,Nouakchott-Nord,3,,STANDARD,,PENDING_KYC,IOS,2022-09-20,2024-05-19T03:28:47.511Z,2022-09-20T13:11:06.860Z,2024-05-19T03:28:47.511Z
1378,8603820287,Koumba,Faye,Koumba Faye,F,1986-10-04,SONINKE,+22237388717,koumba.faye444@hotmail.fr,3,Nouakchott-Sud,9,,STANDARD,,ACTIVE,ANDROID,2023-07-15,2023-10-10T10:55:06.967Z,2023-07-15T10:36:01.170Z,2023-10-10T10:55:06.967Z
1363,9901554890,Horma,Thiam,Horma Thiam,M,1999-03-15,PEUL,+22237703538,horma.thiam533@gmail.com,1,Nouakchott-Nord,2,,DORMANT,,ACTIVE,USSD,2023-01-19,2023-09-13T14:39:45.283Z,2023-01-19T13:23:38.710Z,2023-09-13T14:39:45.283Z
4991,0115364954,Koumba,Ndour,Koumba Ndour,F,2001-07-11,PEUL,+22233134678,,15,Tiris Zemmour,55,,PREMIUM,,ACTIVE,IOS,2022-07-20,2023-08-03T04:38:27.368Z,2022-07-20T16:26:40.781Z,2023-08-03T04:38:27.368Z
5602,6502121029,Adama,Mbaye,Adama Mbaye,M,1965-05-22,PEUL,+22224243445,adama.mbaye852@outlook.com,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2022-08-25,2023-04-06T01:15:44.904Z,2022-08-25T00:03:17.977Z,2023-04-06T01:15:44.904Z
9482,8604851552,Seynabou,Fall,Seynabou Fall,F,1986-08-16,SONINKE,+22225363497,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2022-10-08,2024-02-07T23:59:22.955Z,2022-10-08T21:04:14.804Z,2024-02-07T23:59:22.955Z
8117,7402380206,Daba,Fofana,Daba Fofana,F,1974-01-26,WOLOF,+22235562417,,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,ANDROID,2023-05-04,2024-11-10T12:51:23.558Z,2023-05-04T00:45:21.875Z,2024-11-10T12:51:23.558Z
519,8506851553,Zeinab,Thiam,Zeinab Thiam,F,1985-02-27,PEUL,+22234914562,zeinab.thiam136@outlook.com,6,Brakna,17,,ACTIVE,,ACTIVE,ANDROID,2024-04-15,2024-09-09T16:59:14.988Z,2024-04-15T07:59:03.512Z,2024-09-09T16:59:14.988Z
3231,9201830676,Hapsatou,Ndiaye,Hapsatou Ndiaye,F,1992-05-28,PEUL,+22225431941,hapsatou.ndiaye829@outlook.com,1,Nouakchott-Nord,3,,DORMANT,,BLOCKED,WEB,2022-06-28,2022-07-16T10:40:13.803Z,2022-06-28T23:59:32.589Z,2022-07-16T10:40:13.803Z
3559,7715982199,Mokhtar,Mbow,Mokhtar Mbow,M,1977-12-13,SONINKE,+22235857459,,15,Tiris Zemmour,53,,ACTIVE,,ACTIVE,ANDROID,2022-08-10,2024-05-08T10:42:38.802Z,2022-08-10T19:59:25.804Z,2024-05-08T10:42:38.802Z
2750,9202482973,Mohamed Lemine,Ould Mohamed,Mohamed Lemine Ould Mohamed,M,1992-04-18,MAURE,+22249249395,,2,Nouakchott-Ouest,4,,ACTIVE,,ACTIVE,ANDROID,2024-01-31,2024-09-07T10:05:38.209Z,2024-01-31T05:58:13.820Z,2024-09-07T10:05:38.209Z
3516,8302256275,Vatma,Mint El Hacen,Vatma Mint El Hacen,F,1983-02-21,MAURE,+22223387526,vatma.mintelhacen316@yahoo.fr,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2024-02-13,2024-05-30T09:16:32.542Z,2024-02-13T12:52:10.794Z,2024-05-30T09:16:32.542Z
2268,0315912045,El Khalil,Ould Ghali,El Khalil Ould Ghali,M,2003-06-12,MAURE,+22235403611,,15,Tiris Zemmour,55,,ACTIVE,,ACTIVE,WEB,2024-12-06,2024-12-13T21:00:15.065Z,2024-12-06T09:56:00.026Z,2024-12-13T21:00:15.065Z
4966,9802148462,Hamoud,Ould Mohamed,Hamoud Ould Mohamed,M,1998-07-23,MAURE,+22234218023,,2,Nouakchott-Ouest,4,,OCCASIONAL,,PENDING_KYC,WEB,2022-05-23,2023-02-07T02:52:45.931Z,2022-05-23T21:57:20.120Z,2023-02-07T02:52:45.931Z
458,6402802754,Cheikh,Barry,Cheikh Barry,M,1964-10-20,PEUL,+22223966524,cheikh.barry158@outlook.com,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2024-01-28,2024-12-07T15:33:45.048Z,2024-01-28T11:20:27.253Z,2024-12-07T15:33:45.048Z
1599,9112439762,Mahfoudh,Mbaye,Mahfoudh Mbaye,M,1991-12-04,PEUL,+22222324289,mahfoudh.mbaye230@yahoo.fr,12,Adrar,45,,OCCASIONAL,,ACTIVE,USSD,2023-07-23,2024-04-30T13:53:09.714Z,2023-07-23T07:45:47.294Z,2024-04-30T13:53:09.714Z
163,8004863087,Mounina,Mint Hamoud,Mounina Mint Hamoud,F,1980-02-18,MAURE,+22222288448,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2024-02-13,2024-08-19T11:05:00.211Z,2024-02-13T13:01:14.965Z,2024-08-19T11:05:00.211Z
5505,0404398187,Mounina,Mint El Ghassem,Mounina Mint El Ghassem,F,2004-02-12,MAURE,+22236760146,mounina.mintelghassem597@yahoo.fr,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,IOS,2024-12-30,2024-12-30T17:54:17.363Z,2024-12-30T12:35:02.456Z,2024-12-30T17:54:17.363Z
1010,7907553444,Taleb,Soumaré,Taleb Soumaré,M,1979-01-13,PEUL,+22222695314,taleb.soumaré18@hotmail.fr,7,Gorgol,22,,STANDARD,,SUSPENDED,API,2023-02-17,2023-03-30T08:09:41.593Z,2023-02-17T16:44:11.965Z,2023-03-30T08:09:41.593Z
729,9605848819,Habiba,Guèye,Habiba Guèye,F,1996-10-02,SONINKE,+22243718540,,5,Trarza,14,,OCCASIONAL,,ACTIVE,IOS,2023-05-27,2024-10-08T05:23:26.769Z,2023-05-27T04:35:48.077Z,2024-10-08T05:23:26.769Z
4249,6303935391,Rokhaya,Diallo,Rokhaya Diallo,F,1963-02-20,SONINKE,+22222003153,,3,Nouakchott-Sud,7,,OCCASIONAL,,ACTIVE,USSD,2024-10-08,2024-12-16T11:13:50.499Z,2024-10-08T20:30:22.933Z,2024-12-16T11:13:50.499Z
1314,6503740779,Ely,Ndour,Ely Ndour,M,1965-03-15,SONINKE,+22245532209,,3,Nouakchott-Sud,8,,STANDARD,,ACTIVE,ANDROID,2023-05-03,2024-10-04T11:28:05.048Z,2023-05-03T07:34:04.292Z,2024-10-04T11:28:05.048Z
9586,6301782254,Hamadi,Dia,Hamadi Dia,M,1963-02-15,PEUL,+22236079768,hamadi.dia595@gmail.com,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,WEB,2023-06-12,2024-01-13T15:31:29.291Z,2023-06-12T18:04:46.228Z,2024-01-13T15:31:29.291Z
8495,9815565177,Abdourahmane,Gaye,Abdourahmane Gaye,M,1998-06-12,PEUL,+22249958056,,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,ANDROID,2022-08-24,2023-06-10T13:45:45.727Z,2022-08-24T00:45:47.733Z,2023-06-10T13:45:45.727Z
8860,7207205597,Isselmou,Camara,Isselmou Camara,M,1972-10-02,SONINKE,+22236599562,isselmou.camara999@hotmail.fr,7,Gorgol,26,,STANDARD,,ACTIVE,ANDROID,2023-04-20,2024-04-06T15:57:01.507Z,2023-04-20T14:29:01.150Z,2024-04-06T15:57:01.507Z
3173,8103140478,Kalilou,Dramé,Kalilou Dramé,M,1981-04-03,PEUL,+22223109745,,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,IOS,2023-08-27,2024-01-31T14:45:48.778Z,2023-08-27T16:43:45.111Z,2024-01-31T14:45:48.778Z
4377,7002086980,Aminetou,Diagana,Aminetou Diagana,F,1970-02-01,PEUL,+22249560337,,2,Nouakchott-Ouest,5,,PREMIUM,,ACTIVE,ANDROID,2022-08-11,2024-05-19T14:14:22.799Z,2022-08-11T17:17:59.445Z,2024-05-19T14:14:22.799Z
8849,8902278466,Jemila,Bathily,Jemila Bathily,F,1989-10-19,SONINKE,+22222478418,,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,USSD,2022-04-18,2024-08-17T19:42:31.055Z,2022-04-18T02:23:39.592Z,2024-08-17T19:42:31.055Z
9421,6503969312,Aichetou,Mint Hamoud,Aichetou Mint Hamoud,F,1965-06-17,MAURE,+22246767438,aichetou.minthamoud315@gmail.com,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,IOS,2023-01-19,2024-12-19T15:29:24.535Z,2023-01-19T17:53:11.581Z,2024-12-19T15:29:24.535Z
5510,0111824265,Aichetou,Mbow,Aichetou Mbow,F,2001-05-26,PEUL,+22233982289,,11,Hodh El Gharbi,41,,STANDARD,,ACTIVE,WEB,2024-04-10,2024-12-02T02:49:42.203Z,2024-04-10T13:46:15.907Z,2024-12-02T02:49:42.203Z
2497,6002709587,Hamidou,Soumaré,Hamidou Soumaré,M,1960-01-07,SONINKE,+22224841966,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2024-11-10,2024-11-26T13:18:11.380Z,2024-11-10T19:25:50.418Z,2024-11-26T13:18:11.380Z
5280,8015872067,Defa,Guèye,Defa Guèye,F,1980-09-27,PEUL,+22244494018,defa.guèye883@hotmail.fr,15,Tiris Zemmour,53,,OCCASIONAL,,ACTIVE,ANDROID,2023-03-17,2024-08-10T23:33:58.895Z,2023-03-17T05:46:04.692Z,2024-08-10T23:33:58.895Z
8091,6301922991,Aïda,Sow,Aïda Sow,F,1963-12-17,SONINKE,+22222439111,,1,Nouakchott-Nord,2,,OCCASIONAL,,ACTIVE,USSD,2024-05-19,2024-12-22T00:04:55.812Z,2024-05-19T11:34:48.649Z,2024-12-22T00:04:55.812Z
1233,8605549591,Hamadi,Barry,Hamadi Barry,M,1986-05-27,PEUL,+22224458480,,5,Trarza,12,,ACTIVE,,ACTIVE,USSD,2022-01-09,2023-06-10T22:24:27.060Z,2022-01-09T19:12:07.926Z,2023-06-10T22:24:27.060Z
639,7605785929,Jemila,Anne,Jemila Anne,F,1976-04-20,SONINKE,+22235091372,jemila.anne760@gmail.com,5,Trarza,15,,STANDARD,,PENDING_KYC,WEB,2022-07-01,2022-08-18T21:44:31.209Z,2022-07-01T02:48:01.666Z,2022-08-18T21:44:31.209Z
1768,9807900823,Khalil,Baldé,Khalil Baldé,M,1998-11-04,PEUL,+22235438928,,7,Gorgol,24,,OCCASIONAL,,ACTIVE,WEB,2023-11-21,2024-07-05T07:33:32.540Z,2023-11-21T01:53:39.529Z,2024-07-05T07:33:32.540Z
4874,9204392627,Alassane,Bathily,Alassane Bathily,M,1992-05-18,PEUL,+22225020193,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2023-10-11,2024-01-23T21:25:39.251Z,2023-10-11T10:34:42.546Z,2024-01-23T21:25:39.251Z
7366,9202434767,Houda,Kane,Houda Kane,F,1992-06-18,PEUL,+22246930535,,2,Nouakchott-Ouest,6,,PREMIUM,,ACTIVE,ANDROID,2023-01-21,2024-01-03T02:47:13.571Z,2023-01-21T23:20:22.238Z,2024-01-03T02:47:13.571Z
9475,6904480393,Mahjouba,Mint Isselmou,Mahjouba Mint Isselmou,F,1969-08-03,MAURE,+22234522550,,4,Dakhlet Nouadhibou,10,,STANDARD,,INACTIVE,USSD,2024-02-21,2024-02-26T05:25:23.559Z,2024-02-21T19:50:40.092Z,2024-02-26T05:25:23.559Z
447,8501864710,Gaoussou,Dramé,Gaoussou Dramé,M,1985-12-22,WOLOF,+22241317548,,1,Nouakchott-Nord,1,,STANDARD,,PENDING_KYC,ANDROID,2023-08-01,2023-08-25T07:41:06.571Z,2023-08-01T18:27:03.129Z,2023-08-25T07:41:06.571Z
9236,0002194152,Kiné,Sow,Kiné Sow,F,2000-11-17,PEUL,+22237921212,kiné.sow897@yahoo.fr,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2023-12-19,2024-09-29T10:03:31.051Z,2023-12-19T06:14:53.701Z,2024-09-29T10:03:31.051Z
1318,7107126475,Oumou,Ba,Oumou Ba,F,1971-12-03,PEUL,+22224148651,,7,Gorgol,23,,ACTIVE,,BLOCKED,ANDROID,2024-08-18,2024-12-15T16:56:59.454Z,2024-08-18T15:42:08.340Z,2024-12-15T16:56:59.454Z
6247,8501365491,Oumou,Diop,Oumou Diop,F,1985-08-20,WOLOF,+22233122765,oumou.diop177@outlook.com,1,Nouakchott-Nord,1,,ACTIVE,,ACTIVE,API,2022-08-08,2024-04-20T13:54:21.724Z,2022-08-08T02:36:50.499Z,2024-04-20T13:54:21.724Z
5177,6707454968,Khadijetou,Mint Hamoud,Khadijetou Mint Hamoud,F,1967-06-26,MAURE,+22222840795,,7,Gorgol,23,,OCCASIONAL,,ACTIVE,WEB,2022-04-01,2022-09-06T18:03:52.890Z,2022-04-01T14:33:11.193Z,2022-09-06T18:03:52.890Z
9425,9302468271,Kelthoum,Mint Moulaye,Kelthoum Mint Moulaye,F,1993-05-05,MAURE,+22244760398,kelthoum.mintmoulaye91@gmail.com,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,USSD,2022-05-25,2023-06-05T01:41:54.133Z,2022-05-25T13:02:15.072Z,2023-06-05T01:41:54.133Z
9392,6101826509,Abdellahi,Diakité,Abdellahi Diakité,M,1961-03-23,PEUL,+22225051039,abdellahi.diakité594@yahoo.fr,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,ANDROID,2024-09-03,2024-12-13T10:28:06.829Z,2024-09-03T15:33:57.543Z,2024-12-13T10:28:06.829Z
2274,7606683815,Seynabou,Thiam,Seynabou Thiam,F,1976-11-10,PEUL,+22241874113,,6,Brakna,17,,STANDARD,,ACTIVE,ANDROID,2023-01-25,2024-02-10T20:13:06.418Z,2023-01-25T14:44:06.038Z,2024-02-10T20:13:06.418Z
9647,9401493954,Mahmoud,Bâ,Mahmoud Bâ,M,1994-10-04,PEUL,+22222526339,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2023-11-23,2024-02-09T17:07:17.565Z,2023-11-23T16:41:41.374Z,2024-02-09T17:07:17.565Z
6234,0002306225,Bintou,Barry,Bintou Barry,F,2000-03-07,SONINKE,+22243336353,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2022-12-04,2023-11-26T10:11:12.760Z,2022-12-04T03:42:39.567Z,2023-11-26T10:11:12.760Z
8099,9703135389,Diakaridia,Sissoko,Diakaridia Sissoko,M,1997-11-07,PEUL,+22232500282,diakaridia.sissoko535@hotmail.fr,3,Nouakchott-Sud,9,,OCCASIONAL,,ACTIVE,USSD,2022-09-18,2024-10-01T03:38:54.932Z,2022-09-18T00:45:22.577Z,2024-10-01T03:38:54.932Z
6374,0302790786,Zahra,Mint Abdel Aziz,Zahra Mint Abdel Aziz,F,2003-03-10,MAURE,+22224220126,zahra.mintabdelaziz346@gmail.com,2,Nouakchott-Ouest,5,,OCCASIONAL,,PENDING_KYC,ANDROID,2023-03-21,2023-07-01T23:17:53.776Z,2023-03-21T16:42:46.983Z,2023-07-01T23:17:53.776Z
9154,6112817792,Penda,Dramé,Penda Dramé,F,1961-07-10,PEUL,+22243532816,,12,Adrar,47,,OCCASIONAL,,ACTIVE,WEB,2022-07-22,2024-08-04T13:39:13.649Z,2022-07-22T02:00:46.185Z,2024-08-04T13:39:13.649Z
7957,6303759003,Rokhaya,Thiam,Rokhaya Thiam,F,1963-08-27,PEUL,+22241558555,,3,Nouakchott-Sud,7,,ACTIVE,,ACTIVE,ANDROID,2022-11-25,2023-11-10T00:38:40.136Z,2022-11-25T13:48:56.830Z,2023-11-10T00:38:40.136Z
7213,7601191476,Yacoub,Ould Hamadi,Yacoub Ould Hamadi,M,1976-10-10,MAURE,+22235796527,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,API,2023-06-29,2023-11-23T03:42:38.791Z,2023-06-29T02:47:05.197Z,2023-11-23T03:42:38.791Z
