id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
1531,1389,NS593902111,SAVINGS,,MRU,1335000,1335000,500000,15000000,ACTIVE,false,2024-11-19,2024-11-29T23:56:26.870Z,2024-11-19T13:23:32.197Z,2024-11-29T23:56:26.870Z
1535,1393,NS622282862,SAVINGS,,MRU,4000,4000,500000,15000000,ACTIVE,true,2024-06-01,2024-08-28T20:25:38.996Z,2024-06-01T20:14:46.501Z,2024-08-28T20:25:38.996Z
1540,1398,NW253404166,WALLET,,MRU,4100,4100,500000,15000000,FROZEN,true,2022-10-03,2024-07-19T01:50:40.041Z,2022-10-03T05:23:29.299Z,2024-07-19T01:50:40.041Z
1583,1437,NS006079435,SAVINGS,,MRU,40000,40000,500000,15000000,ACTIVE,true,2024-12-06,2024-12-18T03:54:36.306Z,2024-12-06T13:53:13.054Z,2024-12-18T03:54:36.306Z
1585,1439,NW897924185,WALLET,,MRU,29674,32000,500000,15000000,ACTIVE,true,2022-03-10,2022-06-03T10:06:11.090Z,2022-03-10T21:01:34.595Z,2022-06-03T10:06:11.090Z
1590,1443,NW208805829,WALLET,,MRU,101000,11000,500000,15000000,ACTIVE,true,2023-07-03,2024-12-24T05:27:02.415Z,2023-07-03T03:11:27.783Z,2024-12-24T05:27:02.415Z
1591,1444,NW490010738,WALLET,,MRU,14000,14000,500000,15000000,ACTIVE,true,2023-12-26,2024-01-01T09:26:31.971Z,2023-12-26T20:18:23.795Z,2024-01-01T09:26:31.971Z
1605,1456,NS274079203,SAVINGS,,MRU,6100,6100,500000,15000000,ACTIVE,true,2022-02-23,2024-01-21T12:33:19.764Z,2022-02-23T11:18:23.431Z,2024-01-21T12:33:19.764Z
1630,1480,NS642524123,SAVINGS,,MRU,75850,19000,500000,15000000,ACTIVE,true,2024-11-07,2024-12-06T09:03:28.141Z,2024-11-07T01:38:49.847Z,2024-12-06T09:03:28.141Z
1638,1488,NC466084003,CORPORATE,,MRU,15000,15000,500000,15000000,ACTIVE,true,2023-05-31,2024-04-13T20:29:33.955Z,2023-05-31T09:18:49.401Z,2024-04-13T20:29:33.955Z
1645,1495,NW362815290,WALLET,,MRU,2350,10000,500000,15000000,ACTIVE,true,2022-12-14,2023-03-20T14:43:56.568Z,2022-12-14T09:37:29.423Z,2023-03-20T14:43:56.568Z
1675,1525,NW311708212,WALLET,,MRU,30000,30000,500000,15000000,ACTIVE,true,2023-08-28,2024-02-04T02:55:04.429Z,2023-08-28T20:10:21.726Z,2024-02-04T02:55:04.429Z
1678,1528,NW866907239,WALLET,,MRU,1500,43000,500000,15000000,ACTIVE,true,2023-06-09,2024-08-11T10:13:36.476Z,2023-06-09T16:31:15.208Z,2024-08-11T10:13:36.476Z
1689,1539,NM293402910,MERCHANT,,MRU,2207,35000,500000,15000000,ACTIVE,true,2022-02-12,2024-12-12T23:44:39.907Z,2022-02-12T09:32:04.185Z,2024-12-12T23:44:39.907Z
1693,1543,NW134349823,WALLET,,MRU,2525,24000,500000,15000000,ACTIVE,true,2023-09-26,2024-10-12T03:05:06.816Z,2023-09-26T11:22:57.516Z,2024-10-12T03:05:06.816Z
1700,1550,NW535109400,WALLET,,MRU,882300,6300,500000,15000000,ACTIVE,true,2023-12-11,2024-02-07T22:20:42.828Z,2023-12-11T06:45:39.187Z,2024-02-07T22:20:42.828Z
1704,1554,NW214376717,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2023-05-21,2023-06-23T14:33:55.985Z,2023-05-21T17:38:30.026Z,2023-06-23T14:33:55.985Z
1720,1568,NS726445794,SAVINGS,,MRU,4250,20000,500000,15000000,ACTIVE,true,2022-09-30,2023-02-05T21:34:49.265Z,2022-09-30T08:35:54.816Z,2023-02-05T21:34:49.265Z
1728,1574,NC098981618,CORPORATE,,MRU,41700,6200,500000,15000000,ACTIVE,true,2024-02-07,2024-11-27T01:32:53.404Z,2024-02-07T22:24:32.490Z,2024-11-27T01:32:53.404Z
1743,1589,NW648996949,WALLET,,MRU,2150,7600,500000,15000000,ACTIVE,true,2022-04-11,2024-04-18T22:01:46.872Z,2022-04-11T11:40:11.997Z,2024-04-18T22:01:46.872Z
1746,1592,NW233732253,WALLET,,MRU,2300,10000,500000,15000000,ACTIVE,true,2022-03-17,2023-05-23T20:05:20.035Z,2022-03-17T20:53:21.265Z,2023-05-23T20:05:20.035Z
1755,1599,NW129534602,WALLET,,MRU,15000,15000,500000,15000000,ACTIVE,true,2023-07-23,2024-11-18T12:52:37.817Z,2023-07-23T07:45:47.294Z,2024-11-18T12:52:37.817Z
1764,1607,NW649772703,WALLET,,MRU,1900,1900,500000,15000000,ACTIVE,true,2023-03-11,2024-03-17T20:57:46.672Z,2023-03-11T13:44:30.132Z,2024-03-17T20:57:46.672Z
1770,1613,NC117841243,CORPORATE,,MRU,1800,1800,500000,15000000,DORMANT,true,2022-01-17,2022-02-21T21:23:07.860Z,2022-01-17T14:08:09.645Z,2022-02-21T21:23:07.860Z
1793,1635,NW472917437,WALLET,,MRU,15000,15000,500000,15000000,DORMANT,true,2023-08-24,2023-11-10T10:44:02.780Z,2023-08-24T06:43:50.748Z,2023-11-10T10:44:02.780Z
1813,1653,NW650316596,WALLET,,MRU,35129,39000,500000,15000000,ACTIVE,true,2022-09-28,2022-10-31T17:14:27.247Z,2022-09-28T13:51:16.056Z,2022-10-31T17:14:27.247Z
1826,1664,NW672703713,WALLET,,MRU,43000,43000,500000,15000000,ACTIVE,true,2023-05-08,2023-07-20T07:15:02.057Z,2023-05-08T14:13:56.913Z,2023-07-20T07:15:02.057Z
1828,1666,NW297766149,WALLET,,MRU,19000,19000,500000,15000000,FROZEN,true,2024-04-23,2024-06-11T03:48:37.354Z,2024-04-23T11:16:29.702Z,2024-06-11T03:48:37.354Z
1837,1674,NW511063367,WALLET,,MRU,37,4300,500000,15000000,ACTIVE,true,2023-07-27,2023-09-10T17:03:01.057Z,2023-07-27T02:38:49.317Z,2023-09-10T17:03:01.057Z
1848,1685,NS947529912,SAVINGS,,MRU,8700,8700,500000,15000000,DORMANT,true,2023-03-02,2023-04-06T23:47:53.429Z,2023-03-02T05:38:27.231Z,2023-04-06T23:47:53.429Z
1851,1688,NM032974362,MERCHANT,,MRU,833,48000,500000,15000000,ACTIVE,true,2023-09-24,2024-08-16T22:58:34.577Z,2023-09-24T16:16:16.040Z,2024-08-16T22:58:34.577Z
1853,1690,NW097486376,WALLET,,MRU,5600,5600,500000,15000000,FROZEN,true,2022-11-18,2024-03-26T20:16:16.917Z,2022-11-18T09:17:20.162Z,2024-03-26T20:16:16.917Z
1863,1700,NW109723240,WALLET,,MRU,36000,36000,500000,15000000,ACTIVE,true,2023-05-25,2024-12-01T05:58:05.656Z,2023-05-25T12:02:21.115Z,2024-12-01T05:58:05.656Z
1886,1721,NS311505079,SAVINGS,,MRU,47000,47000,500000,15000000,ACTIVE,true,2023-03-27,2024-01-10T23:07:04.898Z,2023-03-27T06:31:19.432Z,2024-01-10T23:07:04.898Z
1893,1728,NW067999392,WALLET,,MRU,158,17000,500000,15000000,ACTIVE,true,2023-04-27,2024-01-23T06:56:45.126Z,2023-04-27T12:58:47.022Z,2024-01-23T06:56:45.126Z
1922,1757,NW294358521,WALLET,,MRU,1376,3000,500000,15000000,ACTIVE,true,2024-01-29,2024-02-27T12:42:49.550Z,2024-01-29T10:52:20.276Z,2024-02-27T12:42:49.550Z
1924,1759,NW816053390,WALLET,,MRU,58500,45000,500000,15000000,ACTIVE,true,2023-05-15,2023-11-25T18:22:58.604Z,2023-05-15T03:18:23.741Z,2023-11-25T18:22:58.604Z
1936,1768,NW788004041,WALLET,,MRU,18000,18000,500000,15000000,ACTIVE,true,2023-11-21,2023-11-28T01:02:08.640Z,2023-11-21T01:53:39.529Z,2023-11-28T01:02:08.640Z
1956,1788,NS976409912,SAVINGS,,MRU,44000,44000,500000,15000000,ACTIVE,true,2024-06-11,2024-11-05T17:21:35.251Z,2024-06-11T03:16:20.995Z,2024-11-05T17:21:35.251Z
1957,1789,NW677137404,WALLET,,MRU,27500,5900,500000,15000000,ACTIVE,true,2024-05-24,2024-07-18T10:47:08.108Z,2024-05-24T06:58:39.395Z,2024-07-18T10:47:08.108Z
1961,1793,NS550730347,SAVINGS,,MRU,638500,15000,500000,15000000,ACTIVE,true,2024-07-10,2024-10-19T12:52:41.901Z,2024-07-10T22:52:13.763Z,2024-10-19T12:52:41.901Z
1988,1816,NW292285680,WALLET,,MRU,2000,2000,500000,15000000,ACTIVE,true,2022-09-06,2024-03-24T04:20:51.757Z,2022-09-06T22:44:43.372Z,2024-03-24T04:20:51.757Z
1990,1818,NW281141307,WALLET,,MRU,150,3300,500000,15000000,ACTIVE,true,2024-11-15,2024-12-03T19:13:02.548Z,2024-11-15T00:12:48.583Z,2024-12-03T19:13:02.548Z
1993,1821,NW878216267,WALLET,,MRU,60,47000,500000,15000000,ACTIVE,true,2022-03-28,2024-04-19T16:19:54.891Z,2022-03-28T00:52:34.353Z,2024-04-19T16:19:54.891Z
2001,1829,NW022187948,WALLET,,MRU,455200,46000,500000,15000000,ACTIVE,true,2022-06-26,2023-12-27T20:45:55.072Z,2022-06-26T18:08:21.148Z,2023-12-27T20:45:55.072Z
2038,1865,NW432157606,WALLET,,MRU,879500,36000,500000,15000000,ACTIVE,true,2023-05-29,2024-10-15T05:09:55.112Z,2023-05-29T21:36:43.575Z,2024-10-15T05:09:55.112Z
2055,1881,NW437545061,WALLET,,MRU,9800,9800,500000,15000000,ACTIVE,true,2023-08-27,2024-10-16T06:24:56.243Z,2023-08-27T01:11:36.753Z,2024-10-16T06:24:56.243Z
2066,1891,NC376892566,CORPORATE,,MRU,31000,31000,500000,15000000,ACTIVE,true,2022-10-29,2023-10-12T00:03:59.943Z,2022-10-29T21:53:02.459Z,2023-10-12T00:03:59.943Z
2082,1904,NM260784864,MERCHANT,,MRU,550,550,500000,15000000,ACTIVE,true,2022-04-16,2022-11-07T02:06:08.070Z,2022-04-16T20:47:54.886Z,2022-11-07T02:06:08.070Z
2112,1932,NW274186253,WALLET,,MRU,803700,3700,500000,15000000,ACTIVE,true,2022-11-08,2024-07-22T10:25:36.111Z,2022-11-08T05:41:22.393Z,2024-07-22T10:25:36.111Z
2127,1947,NM411827326,MERCHANT,,MRU,8198,86000,500000,15000000,ACTIVE,true,2023-10-22,2024-09-17T18:38:29.231Z,2023-10-22T20:41:41.150Z,2024-09-17T18:38:29.231Z
2128,1947,NS574453592,SAVINGS,,MRU,485908,483000,500000,15000000,ACTIVE,false,2023-10-22,2024-05-04T17:05:48.417Z,2023-10-22T20:41:41.150Z,2024-05-04T17:05:48.417Z
2130,1949,NW773817092,WALLET,,MRU,38000,38000,500000,15000000,ACTIVE,true,2024-04-12,2024-11-24T05:01:52.630Z,2024-04-12T11:40:23.397Z,2024-11-24T05:01:52.630Z
2163,1979,NW174186706,WALLET,,MRU,3850,34000,500000,15000000,ACTIVE,true,2024-11-07,2024-12-22T01:25:03.004Z,2024-11-07T21:53:40.546Z,2024-12-22T01:25:03.004Z
2166,1982,NW932188183,WALLET,,MRU,3500,14000,500000,15000000,ACTIVE,true,2022-10-13,2024-01-30T12:59:00.621Z,2022-10-13T19:05:59.199Z,2024-01-30T12:59:00.621Z
2172,1988,NW737863064,WALLET,,MRU,350,11000,500000,15000000,ACTIVE,true,2024-07-08,2024-12-28T15:35:57.703Z,2024-07-08T23:14:34.831Z,2024-12-28T15:35:57.703Z
2179,1995,NC332132339,CORPORATE,,MRU,9500,9500,500000,15000000,DORMANT,true,2022-05-31,2023-07-28T04:17:06.990Z,2022-05-31T22:24:39.582Z,2023-07-28T04:17:06.990Z
2188,2004,NW363624841,WALLET,,MRU,731900,1100,500000,15000000,ACTIVE,true,2022-03-31,2022-06-13T01:53:21.134Z,2022-03-31T11:26:01.866Z,2022-06-13T01:53:21.134Z
2195,2009,NS022295713,SAVINGS,,MRU,559010,659000,500000,15000000,ACTIVE,true,2023-11-08,2024-07-23T13:00:22.252Z,2023-11-08T13:33:17.150Z,2024-07-23T13:00:22.252Z
2196,2009,NS204725980,SAVINGS,,MRU,458000,458000,500000,15000000,ACTIVE,false,2023-11-08,2023-12-25T21:33:47.694Z,2023-11-08T13:33:17.150Z,2023-12-25T21:33:47.694Z
2242,2049,NW115416586,WALLET,,MRU,22650,3600,500000,15000000,ACTIVE,true,2023-01-05,2024-10-06T04:12:53.793Z,2023-01-05T22:54:05.961Z,2024-10-06T04:12:53.793Z
2252,2059,NC213886261,CORPORATE,,MRU,27300,9300,500000,15000000,ACTIVE,true,2023-04-27,2024-06-01T01:17:09.190Z,2023-04-27T19:27:24.602Z,2024-06-01T01:17:09.190Z
2259,2066,NA727487445,AGENT,,MRU,10000,10000,500000,15000000,DORMANT,true,2024-01-07,2024-09-07T13:52:43.353Z,2024-01-07T21:18:53.097Z,2024-09-07T13:52:43.353Z
2264,2071,NW421093970,WALLET,,MRU,545,42000,500000,15000000,ACTIVE,true,2024-01-16,2024-05-16T06:34:11.768Z,2024-01-16T05:28:36.815Z,2024-05-16T06:34:11.768Z
2294,2099,NW224569976,WALLET,,MRU,22373,20000,500000,15000000,ACTIVE,true,2022-12-18,2024-01-26T09:15:41.766Z,2022-12-18T18:31:06.991Z,2024-01-26T09:15:41.766Z
2302,2107,NA110301971,AGENT,,MRU,15,18000,500000,15000000,ACTIVE,true,2022-01-24,2024-08-17T21:11:52.956Z,2022-01-24T09:07:38.084Z,2024-08-17T21:11:52.956Z
2309,2114,NC689710140,CORPORATE,,MRU,17200,30000,500000,15000000,ACTIVE,true,2024-11-11,2024-11-12T04:08:11.059Z,2024-11-11T07:53:03.894Z,2024-11-12T04:08:11.059Z
2310,2115,NW358408451,WALLET,,MRU,219000,11000,500000,15000000,ACTIVE,true,2022-11-29,2024-06-05T03:13:42.243Z,2022-11-29T04:42:05.111Z,2024-06-05T03:13:42.243Z
2311,2116,NC062635898,CORPORATE,,MRU,50000,50000,500000,15000000,DORMANT,true,2024-01-13,2024-06-30T08:01:02.825Z,2024-01-13T03:30:17.079Z,2024-06-30T08:01:02.825Z
2341,2143,NW326629072,WALLET,,MRU,3300,16000,500000,15000000,ACTIVE,true,2022-02-08,2023-07-30T23:13:53.296Z,2022-02-08T14:26:26.526Z,2023-07-30T23:13:53.296Z
2374,2176,NW451500922,WALLET,,MRU,1257,6000,500000,15000000,ACTIVE,true,2022-05-24,2022-06-17T22:42:26.705Z,2022-05-24T16:16:46.034Z,2022-06-17T22:42:26.705Z
2378,2180,NC587841987,CORPORATE,,MRU,40000,40000,500000,15000000,DORMANT,true,2024-02-23,2024-12-19T04:58:49.829Z,2024-02-23T09:55:26.035Z,2024-12-19T04:58:49.829Z
2382,2184,NS220301985,SAVINGS,,MRU,699000,15000,500000,15000000,ACTIVE,true,2022-05-14,2022-11-29T23:15:55.610Z,2022-05-14T20:41:28.968Z,2022-11-29T23:15:55.610Z
2384,2186,NM380945682,MERCHANT,,MRU,775,4400,500000,15000000,ACTIVE,true,2022-02-09,2023-03-01T01:04:44.834Z,2022-02-09T00:18:21.429Z,2023-03-01T01:04:44.834Z
2409,2211,NC603364467,CORPORATE,,MRU,47000,47000,500000,15000000,ACTIVE,true,2024-08-09,2024-12-30T02:54:23.651Z,2024-08-09T03:33:30.675Z,2024-12-30T02:54:23.651Z
2415,2215,NW122616410,WALLET,,MRU,36700,49000,500000,15000000,ACTIVE,true,2023-01-06,2024-02-04T17:22:17.062Z,2023-01-06T15:39:19.054Z,2024-02-04T17:22:17.062Z
2425,2225,NW298942804,WALLET,,MRU,40000,40000,500000,15000000,DORMANT,true,2022-08-17,2023-08-18T06:06:50.869Z,2022-08-17T10:59:59.358Z,2023-08-18T06:06:50.869Z
2458,2254,NS193446397,SAVINGS,,MRU,100000,45000,500000,15000000,ACTIVE,true,2023-08-30,2024-07-07T07:22:24.471Z,2023-08-30T01:06:40.840Z,2024-07-07T07:22:24.471Z
2463,2257,NS250682115,SAVINGS,,MRU,33400,24000,500000,15000000,ACTIVE,true,2023-09-30,2024-02-24T17:53:52.641Z,2023-09-30T20:17:14.910Z,2024-02-24T17:53:52.641Z
2468,2262,NS397931099,SAVINGS,,MRU,216050,41000,500000,15000000,ACTIVE,true,2024-08-20,2024-10-18T06:39:48.118Z,2024-08-20T07:44:14.670Z,2024-10-18T06:39:48.118Z
2474,2268,NW852399230,WALLET,,MRU,52010,14000,500000,15000000,ACTIVE,true,2024-12-06,2024-12-13T04:11:25.198Z,2024-12-06T09:56:00.026Z,2024-12-13T04:11:25.198Z
2479,2273,NM785225868,MERCHANT,,MRU,211435,34000,500000,15000000,ACTIVE,true,2022-02-15,2022-07-02T09:12:42.878Z,2022-02-15T23:09:49.927Z,2022-07-02T09:12:42.878Z
2480,2274,NW560430884,WALLET,,MRU,60600,9600,500000,15000000,ACTIVE,true,2023-01-25,2023-01-26T13:39:33.855Z,2023-01-25T14:44:06.038Z,2023-01-26T13:39:33.855Z
2491,2285,NW024604082,WALLET,,MRU,2500,2500,500000,15000000,ACTIVE,true,2022-07-21,2023-04-04T12:49:10.021Z,2022-07-21T09:17:37.504Z,2023-04-04T12:49:10.021Z
2498,2292,NS086505413,SAVINGS,,MRU,248500,8500,500000,15000000,ACTIVE,true,2022-01-25,2024-08-24T05:45:54.315Z,2022-01-25T10:59:02.315Z,2024-08-24T05:45:54.315Z
2500,2294,NW095404028,WALLET,,MRU,600,600,500000,15000000,ACTIVE,true,2023-12-30,2024-06-12T01:43:49.588Z,2023-12-30T08:25:56.023Z,2024-06-12T01:43:49.588Z
2504,2298,NM952814460,MERCHANT,,MRU,123000,123000,500000,15000000,ACTIVE,true,2023-11-20,2024-10-09T11:15:57.792Z,2023-11-20T19:28:19.317Z,2024-10-09T11:15:57.792Z
2505,2298,NS513405800,SAVINGS,,MRU,444781,456000,500000,15000000,ACTIVE,false,2023-11-20,2024-07-01T12:35:33.058Z,2023-11-20T19:28:19.317Z,2024-07-01T12:35:33.058Z
2506,2298,NW942962676,WALLET,,MRU,34570,99000,500000,15000000,ACTIVE,false,2023-11-20,2024-10-31T16:55:10.102Z,2023-11-20T19:28:19.317Z,2024-10-31T16:55:10.102Z
2562,2349,NW330390364,WALLET,,MRU,10,24000,500000,15000000,ACTIVE,true,2022-01-25,2024-02-27T14:11:31.043Z,2022-01-25T05:30:05.549Z,2024-02-27T14:11:31.043Z
2563,2350,NW850335359,WALLET,,MRU,46000,46000,500000,15000000,ACTIVE,true,2022-12-14,2023-11-21T18:29:18.782Z,2022-12-14T21:59:35.569Z,2023-11-21T18:29:18.782Z
2594,2374,NW477614641,WALLET,,MRU,4375,20000,500000,15000000,ACTIVE,true,2022-06-13,2023-11-24T02:35:41.376Z,2022-06-13T16:09:02.325Z,2023-11-24T02:35:41.376Z
2600,2380,NS810235858,SAVINGS,,MRU,2700,8500,500000,15000000,ACTIVE,true,2023-03-14,2023-07-06T12:30:22.733Z,2023-03-14T08:59:15.322Z,2023-07-06T12:30:22.733Z
2602,2382,NS600848198,SAVINGS,,MRU,5050,13000,500000,15000000,ACTIVE,true,2023-03-20,2023-06-28T13:29:04.400Z,2023-03-20T01:15:18.653Z,2023-06-28T13:29:04.400Z
2632,2408,NW166543006,WALLET,,MRU,1366734,33000,500000,15000000,ACTIVE,true,2022-04-08,2023-04-27T01:24:33.813Z,2022-04-08T09:03:31.518Z,2023-04-27T01:24:33.813Z
2679,2449,NW498668194,WALLET,,MRU,228110,33000,500000,15000000,ACTIVE,true,2024-06-17,2024-08-02T04:31:49.759Z,2024-06-17T03:21:39.881Z,2024-08-02T04:31:49.759Z
2699,2466,NW284620404,WALLET,,MRU,12000,2900,500000,15000000,ACTIVE,true,2022-06-14,2023-03-26T21:37:54.834Z,2022-06-14T00:54:53.309Z,2023-03-26T21:37:54.834Z
2703,2470,NS471308112,SAVINGS,,MRU,2000000,38000,500000,15000000,ACTIVE,true,2023-12-21,2024-10-24T04:18:59.064Z,2023-12-21T13:47:46.622Z,2024-10-24T04:18:59.064Z
2708,2475,NW000584602,WALLET,,MRU,57800,7800,500000,15000000,ACTIVE,true,2023-01-07,2024-09-22T04:37:46.211Z,2023-01-07T22:46:16.484Z,2024-09-22T04:37:46.211Z
2712,2479,NA305503368,AGENT,,MRU,27000,27000,500000,15000000,ACTIVE,true,2024-06-22,2024-09-25T17:33:25.938Z,2024-06-22T14:14:44.174Z,2024-09-25T17:33:25.938Z
2714,2481,NA966614962,AGENT,,MRU,67700,6900,500000,15000000,ACTIVE,true,2023-03-20,2023-07-26T01:18:37.408Z,2023-03-20T04:00:09.593Z,2023-07-26T01:18:37.408Z
2715,2482,NW932556152,WALLET,,MRU,7600,7600,500000,15000000,FROZEN,true,2022-06-16,2022-12-15T09:06:41.377Z,2022-06-16T02:14:16.542Z,2022-12-15T09:06:41.377Z
2722,2489,NS640547991,SAVINGS,,MRU,50000,50000,500000,15000000,ACTIVE,true,2023-11-26,2023-11-28T05:44:11.022Z,2023-11-26T07:03:46.833Z,2023-11-28T05:44:11.022Z
2730,2497,NW971352935,WALLET,,MRU,12100,45000,500000,15000000,ACTIVE,true,2024-11-10,2024-12-14T13:07:50.835Z,2024-11-10T19:25:50.418Z,2024-12-14T13:07:50.835Z
2735,2502,NW295345604,WALLET,,MRU,543,37000,500000,15000000,ACTIVE,true,2022-12-08,2023-04-07T22:24:23.626Z,2022-12-08T15:08:07.415Z,2023-04-07T22:24:23.626Z
2740,2507,NA423113465,AGENT,,MRU,10000,10000,500000,15000000,ACTIVE,true,2024-04-04,2024-04-14T16:39:37.852Z,2024-04-04T14:43:35.465Z,2024-04-14T16:39:37.852Z
2780,2545,NW381336480,WALLET,,MRU,4450,34000,500000,15000000,ACTIVE,true,2023-08-04,2024-03-25T06:51:10.839Z,2023-08-04T03:06:56.712Z,2024-03-25T06:51:10.839Z
2791,2556,NW352507591,WALLET,,MRU,26000,26000,500000,15000000,FROZEN,true,2023-11-04,2024-10-15T02:36:22.357Z,2023-11-04T23:37:39.984Z,2024-10-15T02:36:22.357Z
2797,2562,NW140558838,WALLET,,MRU,49000,49000,500000,15000000,ACTIVE,true,2023-05-26,2023-06-16T18:08:25.166Z,2023-05-26T15:52:38.778Z,2023-06-16T18:08:25.166Z
2802,2567,NS530611515,SAVINGS,,MRU,58000,11000,500000,15000000,ACTIVE,true,2024-10-21,2024-12-28T04:42:54.372Z,2024-10-21T04:35:43.679Z,2024-12-28T04:42:54.372Z
2822,2586,NW419533044,WALLET,,MRU,1000,1000,500000,15000000,DORMANT,true,2022-10-05,2024-11-14T00:58:49.753Z,2022-10-05T03:24:36.900Z,2024-11-14T00:58:49.753Z
2837,2599,NM659354806,MERCHANT,,MRU,38,11000,500000,15000000,ACTIVE,true,2024-03-13,2024-08-27T05:35:57.738Z,2024-03-13T12:04:14.331Z,2024-08-27T05:35:57.738Z
2859,2615,NA090641260,AGENT,,MRU,12000,12000,500000,15000000,ACTIVE,true,2022-11-27,2024-07-02T20:11:22.232Z,2022-11-27T06:51:23.447Z,2024-07-02T20:11:22.232Z
2861,2617,NW438728571,WALLET,,MRU,14425,20000,500000,15000000,ACTIVE,true,2023-06-20,2023-12-23T12:21:38.307Z,2023-06-20T06:38:56.380Z,2023-12-23T12:21:38.307Z
2877,2633,NW777985036,WALLET,,MRU,20200,11000,500000,15000000,ACTIVE,true,2022-12-01,2024-09-07T17:12:58.767Z,2022-12-01T10:54:14.065Z,2024-09-07T17:12:58.767Z
2896,2650,NC022969961,CORPORATE,,MRU,183000,183000,500000,15000000,ACTIVE,true,2022-12-31,2024-04-01T19:56:06.065Z,2022-12-31T02:06:20.766Z,2024-04-01T19:56:06.065Z
2897,2650,NS861089468,SAVINGS,,MRU,312000,303000,500000,15000000,ACTIVE,false,2022-12-31,2024-04-07T12:41:48.010Z,2022-12-31T02:06:20.766Z,2024-04-07T12:41:48.010Z
2898,2650,NW915539529,WALLET,,MRU,346700,273000,500000,15000000,ACTIVE,false,2022-12-31,2024-07-28T01:54:45.523Z,2022-12-31T02:06:20.766Z,2024-07-28T01:54:45.523Z
2910,2661,NW218763709,WALLET,,MRU,61200,6300,500000,15000000,ACTIVE,true,2024-06-20,2024-12-30T04:21:08.271Z,2024-06-20T11:34:11.600Z,2024-12-30T04:21:08.271Z
2916,2667,NS185969233,SAVINGS,,MRU,27000,27000,500000,15000000,ACTIVE,true,2022-03-08,2024-03-17T21:55:08.127Z,2022-03-08T04:34:29.164Z,2024-03-17T21:55:08.127Z
2949,2695,NS409117102,SAVINGS,,MRU,7050,18000,500000,15000000,ACTIVE,true,2022-08-02,2024-03-27T06:17:30.420Z,2022-08-02T06:36:07.308Z,2024-03-27T06:17:30.420Z
2954,2700,NW842017531,WALLET,,MRU,7800,7800,500000,15000000,ACTIVE,true,2023-07-28,2024-12-22T05:35:29.367Z,2023-07-28T14:21:03.601Z,2024-12-22T05:35:29.367Z
2962,2706,NW256675243,WALLET,,MRU,21000,21000,500000,15000000,ACTIVE,true,2023-10-09,2024-06-10T18:02:19.116Z,2023-10-09T20:22:36.755Z,2024-06-10T18:02:19.116Z
2983,2723,NW637340426,WALLET,,MRU,700,700,500000,15000000,ACTIVE,true,2023-12-24,2024-05-19T03:09:39.051Z,2023-12-24T18:55:00.902Z,2024-05-19T03:09:39.051Z
2991,2729,NW377755671,WALLET,,MRU,400,15000,500000,15000000,ACTIVE,true,2022-08-21,2023-10-14T03:23:21.270Z,2022-08-21T22:14:30.607Z,2023-10-14T03:23:21.270Z
2997,2735,NA333807706,AGENT,,MRU,40000,40000,500000,15000000,ACTIVE,true,2023-06-14,2024-12-26T10:45:47.427Z,2023-06-14T00:04:00.704Z,2024-12-26T10:45:47.427Z
3013,2746,NW351272434,WALLET,,MRU,1775,6400,500000,15000000,ACTIVE,true,2023-05-28,2024-11-29T02:28:16.899Z,2023-05-28T00:29:13.067Z,2024-11-29T02:28:16.899Z
3017,2750,NW894739777,WALLET,,MRU,320361,27000,500000,15000000,ACTIVE,true,2024-01-31,2024-03-20T08:04:41.587Z,2024-01-31T05:58:13.820Z,2024-03-20T08:04:41.587Z
3020,2753,NW479823142,WALLET,,MRU,375,67000,500000,15000000,ACTIVE,true,2022-02-08,2024-12-11T05:58:02.508Z,2022-02-08T03:25:32.542Z,2024-12-11T05:58:02.508Z
3021,2753,NW217535257,WALLET,,MRU,253000,253000,500000,15000000,ACTIVE,false,2022-02-08,2023-08-01T08:45:42.117Z,2022-02-08T03:25:32.542Z,2023-08-01T08:45:42.117Z
3024,2756,NW313759923,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2023-04-22,2023-05-28T03:05:10.770Z,2023-04-22T01:44:22.658Z,2023-05-28T03:05:10.770Z
3033,2765,NW775893688,WALLET,,MRU,34230,30000,500000,15000000,ACTIVE,true,2024-02-02,2024-02-29T15:51:47.787Z,2024-02-02T00:30:39.852Z,2024-02-29T15:51:47.787Z
3035,2767,NS652325988,SAVINGS,,MRU,47650,29000,500000,15000000,ACTIVE,true,2022-05-18,2022-07-04T18:24:45.903Z,2022-05-18T10:59:33.873Z,2022-07-04T18:24:45.903Z
3061,2789,NW877128035,WALLET,,MRU,23000,23000,500000,15000000,ACTIVE,true,2022-03-15,2022-05-18T19:49:27.611Z,2022-03-15T09:53:55.769Z,2022-05-18T19:49:27.611Z
3084,2812,NW005324244,WALLET,,MRU,11000,11000,500000,15000000,DORMANT,true,2023-10-21,2024-05-12T19:50:17.154Z,2023-10-21T06:09:37.055Z,2024-05-12T19:50:17.154Z
