id,reference,idempotency_key,transaction_type,transaction_type_label,amount,fee,total_amount,currency,source_account_id,source_account_number,source_user_id,source_user_name,destination_account_id,destination_account_number,destination_user_id,destination_user_name,merchant_id,merchant_code,merchant_name,agency_id,agency_code,agency_name,agent_id,agent_name,status,failure_reason,balance_before,balance_after,node_id,processing_node,sequence_number,channel,device_type,ip_address,description,transaction_date,transaction_time,created_at,completed_at
62537,TX20240519684113,34ebb6cb-8eb8-48fc-92dd-05762f680b52,TRF,,5500,50,5550,MRU,11009,NW199836731,9991,Fatima Thiam,10733,NW342168092,9745,Halima Mint Maloum,,,,,,,,,SUCCESS,,308400,302850,NKC-NODE-2,NDB-NODE-1,7960,MOBILE_APP,ANDROID,10.37.187.129,Transfert de 5 500 MRU vers Halima Mint Maloum,2024-05-19,10:15:28,2024-05-19T08:15:28.975Z,2024-05-19T08:15:33.879Z
51526,TX20240104000045,b3b0f6b8-19de-4a42-a75d-92deafb0ddc5,TRF,,2100,25,2125,MRU,7390,NW028655290,6726,Mounina Mint El Ghassem,4120,NW795629501,3753,Moussa Diallo,,,,,,,,,SUCCESS,,6625,4500,NKC-NODE-1,NKC-NODE-3,7970,MOBILE_APP,ANDROID,10.141.17.221,Transfert de 2 100 MRU vers Moussa Diallo,2024-01-04,09:36:40,2024-01-04T08:36:40.270Z,2024-01-04T08:36:41.925Z
35692,TX20240316946113,1480d788-00bc-4d0c-80ba-ca3c84b6d692,BIL,,25000,100,25100,MRU,4516,NA475982785,4111,Yero Bâ,,,,,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,9580,9580,NDB-NODE-1,NKC-NODE-3,7980,MOBILE_APP,ANDROID,10.77.26.149,Paiement facture de 25 000 MRU,2024-03-16,19:58:12,2024-03-16T18:58:12.003Z,
76124,TX20241224872194,b0da7157-baf5-4e96-8c3f-bf3a82db79a7,WIT,,500,50,550,MRU,4724,NS778117895,4297,Aichetou Mint Lemrabott,,,,,,,,14,NKC-N-014,Agence Nouakchott-Nord 14,58,Zakaria Ould Cheikh,SUCCESS,,21000,20450,NDB-NODE-1,NDB-NODE-1,7990,USSD,ANDROID,10.77.25.213,Retrait de 500 MRU,2024-12-24,09:41:27,2024-12-24T08:41:27.652Z,2024-12-24T08:41:29.814Z
75675,TX20240319912133,74dd9312-5ae4-4254-ba74-3d66e6726b9a,WIT,,2000,50,2050,MRU,5009,NW979818344,4547,Habiba Faye,,,,,,,,74,TRZ-005,Agence Trarza 5,295,Mohamed Lemine Ould Jiddou,FAILED,SYS_ERROR,5100,5100,NKC-NODE-1,NKC-NODE-2,8000,MOBILE_APP,ANDROID,10.157.13.32,Retrait de 2 000 MRU,2024-03-19,14:07:50,2024-03-19T13:07:50.113Z,
98785,TX20241030888603,a04fd772-f8b6-49b9-b09c-6391630e34eb,TRF,,3700,25,3725,MRU,2735,NW295345604,2502,Jemila Mint Khalil,3776,NC791706085,3452,Fatoumata Anne,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,543,543,NDB-NODE-1,NDB-NODE-1,8010,AGENCY,ANDROID,10.38.250.100,Transfert de 3 700 MRU vers Fatoumata Anne,2024-10-30,17:11:57,2024-10-30T16:11:57.405Z,
97405,TX20240903192354,9c011bde-5902-4225-9d9b-7d04c0df2eed,DEP,,2000,0,2000,MRU,3641,NA368132114,3331,Tiémoko Dramé,,,,,,,,56,NKC-S-014,Agence Nouakchott-Sud 14,227,Ethmane Ould Mahmoud,SUCCESS,,1002400,1004400,NDB-NODE-2,NDB-NODE-1,8020,USSD,USSD,10.37.82.254,Dépôt de 2 000 MRU,2024-09-03,14:06:24,2024-09-03T12:06:24.358Z,2024-09-03T12:06:26.105Z
36114,TX20240725959603,f7a33701-2f5f-4722-aa57-57a2968fe6ee,DEP,,10000,0,10000,MRU,2703,NS471308112,2470,Sidiki Bathily,,,,,,,,93,ADR-003,Agence Adrar 3,363,Aicha Mint Zein,SUCCESS,,648600,658600,NKC-NODE-1,NDB-NODE-2,8030,MOBILE_APP,ANDROID,10.87.80.184,Dépôt de 10 000 MRU,2024-07-25,14:26:12,2024-07-25T12:26:12.601Z,2024-07-25T12:26:16.541Z
13100,TX20240724107320,98272319-0ef9-41a0-aa08-bccae9c19bd7,TRF,,1000,10,1010,MRU,5942,NA979923844,5400,Kani Faye,9950,NS697646051,9029,El Mokhtar Ould Soufi,,,,,,,,,SUCCESS,,16460,15450,NKC-NODE-1,NDB-NODE-2,8040,WEB,ANDROID,10.227.99.48,Transfert de 1 000 MRU vers El Mokhtar Ould Soufi,2024-07-24,10:27:38,2024-07-24T08:27:38.016Z,2024-07-24T08:27:42.228Z
29450,TX20240307058342,88a6202c-10bb-452c-b41a-66594b295f5f,TRF,,2000,25,2025,MRU,5762,NM851703405,5244,Halima Wane,4901,NW823271304,4453,Bassirou Yatabaré,,,,,,,,,SUCCESS,,51950,49925,NKC-NODE-1,NKC-NODE-1,8050,MOBILE_APP,ANDROID,10.239.36.183,Transfert de 2 000 MRU vers Bassirou Yatabaré,2024-03-07,11:59:27,2024-03-07T10:59:27.447Z,2024-03-07T10:59:31.640Z
88065,TX20240405015157,1591d126-f2e4-445b-ba6e-a74f9edf2185,PAY,,6600,99,6699,MRU,2679,NW498668194,2449,Sidi Sarr,,,,,290,MRC285536,undefined Plus Hodh El Gharbi,,,,,,SUCCESS,,158809,152110,NDB-NODE-1,NDB-NODE-2,8060,USSD,ANDROID,10.112.198.43,Paiement de 6 600 MRU chez undefined Plus Hodh El Gharbi,2024-04-05,16:10:56,2024-04-05T14:10:56.012Z,2024-04-05T14:11:00.166Z
9784,TX20240723163846,47765f57-a991-4a69-9f2a-3670883fbda0,DEP,,38000,0,38000,MRU,2679,NW498668194,2449,Sidi Sarr,,,,,,,,13,NKC-N-013,Agence Nouakchott-Nord 13,57,Zeinab Fofana,SUCCESS,,101,38101,NKC-NODE-3,NDB-NODE-2,8070,MOBILE_APP,ANDROID,10.43.121.27,Dépôt de 38 000 MRU,2024-07-23,09:55:05,2024-07-23T07:55:05.398Z,2024-07-23T07:55:08.483Z
69436,TX20240119766814,2b578b47-a28b-45b6-8b22-b394c721a440,DEP,,100000,0,100000,MRU,9519,NS615756988,8644,Halima Mint Ahmed,,,,,,,,41,NKC-O-022,Agence Nouakchott-Ouest 22,168,Sira Diop,SUCCESS,,422338,522338,NDB-NODE-1,NKC-NODE-2,8080,MOBILE_APP,ANDROID,10.11.175.202,Dépôt de 100 000 MRU,2024-01-19,18:37:02,2024-01-19T17:37:02.208Z,2024-01-19T17:37:06.213Z
82870,TX20240510237290,070d8e88-3aec-4593-ac42-69680d064c1c,TRF,,7000,50,7050,MRU,3301,NW631625920,3005,Wedadi Dia,8946,NW834975958,8122,Aminetou Mint Hadrami,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1660,1660,NKC-NODE-3,NDB-NODE-2,8090,MOBILE_APP,ANDROID,10.206.52.192,Transfert de 7 000 MRU vers Aminetou Mint Hadrami,2024-05-10,07:07:04,2024-05-10T05:07:04.062Z,
65383,TX20240702082545,686ae7eb-7f77-406e-8333-e75ae422c3c8,PAY,,19000,285,19285,MRU,9095,NS015795469,8262,Boubacar Ould Wedadi,,,,,445,MRC540291,undefined Al Amane Nouakchott-Nord,,,,,,FAILED,INSUFFICIENT_BALANCE,296,296,NKC-NODE-1,NKC-NODE-2,8100,MOBILE_APP,ANDROID,10.80.134.44,Paiement de 19 000 MRU chez undefined Al Amane Nouakchott-Nord,2024-07-02,18:47:57,2024-07-02T16:47:57.989Z,
15177,TX20240402632046,93791e3a-d4c4-403f-9b53-413735bafddc,DEP,,35000,0,35000,MRU,5433,NW218023777,4943,Aminata Sène,,,,,,,,41,NKC-O-022,Agence Nouakchott-Ouest 22,168,Sira Diop,SUCCESS,,87000,122000,NKC-NODE-1,NKC-NODE-3,8110,MOBILE_APP,ANDROID,10.63.173.119,Dépôt de 35 000 MRU,2024-04-02,12:01:07,2024-04-02T10:01:07.147Z,2024-04-02T10:01:09.582Z
34897,TX20240629730086,112511f6-47dc-4dc3-a878-9d60e082ae38,PAY,,3400,51,3451,MRU,3100,NC962802887,2825,Sidina Ould El Mokhtar,,,,,169,MRC050107,undefined Al Amane Nouakchott-Nord,,,,,,SUCCESS,,13847,10396,NKC-NODE-3,NDB-NODE-2,8120,MOBILE_APP,IOS,10.110.55.54,Paiement de 3 400 MRU chez undefined Al Amane Nouakchott-Nord,2024-06-29,17:55:51,2024-06-29T15:55:51.317Z,2024-06-29T15:55:54.947Z
6655,TX20241115956968,6ad1811a-1206-461e-8f14-b56616b14a12,TRF,,9000,50,9050,MRU,10661,NS283624529,9684,Mor Wade,849,NW764687955,773,Noura Mint Dah,,,,,,,,,SUCCESS,,377000,367950,NKC-NODE-2,NKC-NODE-1,8130,AGENCY,ANDROID,10.188.158.118,Transfert de 9 000 MRU vers Noura Mint Dah,2024-11-15,10:07:40,2024-11-15T09:07:40.836Z,2024-11-15T09:07:43.520Z
85996,TX20240412602506,2c2fff82-0782-4887-863d-41eb7b168cd8,WIT,,5000,50,5050,MRU,5680,NA425966739,5170,Naha Dia,,,,,,,,4,NKC-N-004,Agence Nouakchott-Nord 4,14,Ahmed Sall,SUCCESS,,87600,82550,NKC-NODE-1,NDB-NODE-2,8140,AGENCY,ANDROID,10.206.208.89,Retrait de 5 000 MRU,2024-04-12,21:56:20,2024-04-12T19:56:20.206Z,2024-04-12T19:56:22.366Z
63400,TX20240224919296,cc96f5a9-3553-42bd-82f6-3e95ed2460c7,TRF,,3000,25,3025,MRU,7501,NW213731557,6825,Dramane Baldé,8526,NC673185348,7748,Cheikh Sidiya Fofana,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1925,1925,NKC-NODE-2,NDB-NODE-2,8150,MOBILE_APP,IOS,10.121.169.180,Transfert de 3 000 MRU vers Cheikh Sidiya Fofana,2024-02-24,16:14:58,2024-02-24T15:14:58.425Z,
66121,TX20241125355896,bb2d7b2c-d5ca-4d44-86d6-24a749a64d09,TRF,,3400,25,3425,MRU,8994,NM821712375,8166,Youssouf Ould Jiddou,7506,NW574550655,6830,Zeinab Koné,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1550,1550,NDB-NODE-1,NDB-NODE-1,8160,MOBILE_APP,ANDROID,10.135.130.79,Transfert de 3 400 MRU vers Zeinab Koné,2024-11-25,12:51:24,2024-11-25T11:51:24.170Z,
52839,TX20240405452890,f39f99a8-25ee-4687-9c8e-5885344f0f4b,PAY,,500,8,508,MRU,1487,NW597940683,1348,Cheikh Sidiya Ndour,,,,,212,MRC868732,undefined Al Amane Dakhlet Nouadhibou,,,,,,FAILED,INSUFFICIENT_BALANCE,500,500,NDB-NODE-1,NKC-NODE-1,8170,MOBILE_APP,ANDROID,10.121.109.126,Paiement de 500 MRU chez undefined Al Amane Dakhlet Nouadhibou,2024-04-05,20:29:58,2024-04-05T18:29:58.895Z,
93548,TX20241204528803,d561fb37-69cb-4d72-a0e0-099c4b63bd78,DEP,,100000,0,100000,MRU,10032,NW903943658,9108,Sadio Thiam,,,,,,,,43,NKC-S-001,Agence Nouakchott-Sud 1,176,Lehbib Ould Jiddou,SUCCESS,,1040200,1140200,NKC-NODE-3,NKC-NODE-3,8180,USSD,WEB,10.5.253.51,Dépôt de 100 000 MRU,2024-12-04,09:06:22,2024-12-04T08:06:22.921Z,2024-12-04T08:06:26.114Z
61356,TX20240417909042,4a4a9379-479e-49ba-8606-76645c3fc897,WIT,,3800,50,3850,MRU,697,NW710849553,639,Jemila Anne,,,,,,,,44,NKC-S-002,Agence Nouakchott-Sud 2,179,Adama Thiam,SUCCESS,,121800,117950,NKC-NODE-3,NKC-NODE-1,8190,MOBILE_APP,WEB,10.165.136.238,Retrait de 3 800 MRU,2024-04-17,17:52:01,2024-04-17T15:52:01.408Z,2024-04-17T15:52:02.285Z
71024,TX20241117411001,01004b4d-01bf-424c-8b0f-4433d2d740bb,TRF,,3300,25,3325,MRU,10429,NA190158128,9468,Aïssata Soumaré,7692,NS573858976,6997,Anta Sy,,,,,,,,,FAILED,INV_DEST,2524750,2524750,NDB-NODE-2,NDB-NODE-2,8200,MOBILE_APP,ANDROID,10.84.98.41,Transfert de 3 300 MRU vers Anta Sy,2024-11-17,06:10:28,2024-11-17T05:10:28.722Z,
72171,TX20240303806249,6e45cef2-5e23-4c3a-8df2-51976304ab92,TRF,,4900,25,4925,MRU,6498,NW264678478,5904,Vall Ould Vadel,2847,NW617570758,2607,Bintou Diarra,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,4525,4525,NKC-NODE-1,NKC-NODE-1,8210,API,ANDROID,10.48.209.29,Transfert de 4 900 MRU vers Bintou Diarra,2024-03-03,14:55:18,2024-03-03T13:55:18.074Z,
41054,TX20240323709194,f18d4042-6b42-4de0-9703-4e93050f3b2f,DEP,,70000,0,70000,MRU,2188,NW363624841,2004,Mahjouba Mint Dah,,,,,,,,14,NKC-N-014,Agence Nouakchott-Nord 14,58,Zakaria Ould Cheikh,SUCCESS,,275500,345500,NKC-NODE-1,NDB-NODE-1,8220,AGENCY,ANDROID,10.164.61.186,Dépôt de 70 000 MRU,2024-03-23,08:03:14,2024-03-23T07:03:14.124Z,2024-03-23T07:03:18.912Z
40079,TX20240624402194,df3fb8b5-743d-48a9-ac1c-c475c4d4cf42,TRF,,6800,50,6850,MRU,10683,NW284922957,9705,Sidi Mohamed Ould Ethmane,3682,NW564718604,3368,Salka Sarr,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,5200,5200,NKC-NODE-3,NKC-NODE-1,8230,MOBILE_APP,ANDROID,10.44.228.206,Transfert de 6 800 MRU vers Salka Sarr,2024-06-24,17:34:29,2024-06-24T15:34:29.172Z,
20930,TX20241018793480,f7fedbd4-35d2-4986-b939-7e98fb0bff7a,TRF,,5900,50,5950,MRU,6040,NW868351936,5493,Rokaya Ly,5426,NW195232272,4937,Leila Thiam,,,,,,,,,SUCCESS,,8850,2900,NKC-NODE-2,NKC-NODE-3,8240,AGENCY,IOS,10.57.50.124,Transfert de 5 900 MRU vers Leila Thiam,2024-10-18,16:09:41,2024-10-18T14:09:41.846Z,2024-10-18T14:09:42.829Z
38226,TX20240629171979,c96b6815-1b7a-4cc0-804c-0dc9c99917c5,PAY,,1700,26,1726,MRU,8648,NW075622409,7856,Safiya Ly,,,,,446,MRC933654,undefined El Mouna Nouakchott-Ouest,,,,,,FAILED,WRONG_PIN,51800,51800,NDB-NODE-2,NDB-NODE-2,8250,USSD,ANDROID,10.131.223.141,Paiement de 1 700 MRU chez undefined El Mouna Nouakchott-Ouest,2024-06-29,18:30:54,2024-06-29T16:30:54.468Z,
27899,TX20240509107757,cf78ad1b-ca17-483b-890d-0af1a61a16f0,TRF,,6000,50,6050,MRU,10378,NW804031312,9423,Abdel Rahman Ould Salem,3289,NW924017668,2997,Mody Mbow,,,,,,,,,SUCCESS,,41400,35350,NKC-NODE-1,NDB-NODE-2,8260,MOBILE_APP,ANDROID,10.82.56.149,Transfert de 6 000 MRU vers Mody Mbow,2024-05-09,14:43:48,2024-05-09T12:43:48.601Z,2024-05-09T12:43:53.124Z
22570,TX20241201946887,c3fc56e6-9820-4845-a7f0-ad491f5bb314,WIT,,1000,50,1050,MRU,5341,NM399191409,4858,Néné Barry,,,,,,,,84,ASB-001,Agence Assaba 1,328,Ghali Ould El Mamy,FAILED,INSUFFICIENT_BALANCE,1000,1000,NDB-NODE-2,NKC-NODE-1,8270,MOBILE_APP,ANDROID,10.230.188.53,Retrait de 1 000 MRU,2024-12-01,14:49:50,2024-12-01T13:49:50.789Z,
12064,TX20241113998951,4d0384fc-6e45-4cef-a5e2-3c3a0df25197,TRF,,800,10,810,MRU,3471,NW437204361,3168,Kelthoum Wade,6615,NS657066703,6011,Saliou Diallo,,,,,,,,,SUCCESS,,42190,41380,NKC-NODE-1,NDB-NODE-1,8280,MOBILE_APP,USSD,10.97.53.11,Transfert de 800 MRU vers Saliou Diallo,2024-11-13,12:10:32,2024-11-13T11:10:32.930Z,2024-11-13T11:10:36.521Z
19805,TX20240801268429,b07fc3ba-546d-47ba-8f0d-b8060dc51b68,WIT,,1000,50,1050,MRU,10098,NS966768622,9169,Pape Dramé,,,,,,,,11,NKC-N-011,Agence Nouakchott-Nord 11,45,Siaka Diagana,SUCCESS,,1625950,1624900,NDB-NODE-2,NKC-NODE-2,8290,MOBILE_APP,ANDROID,10.201.202.164,Retrait de 1 000 MRU,2024-08-01,08:44:12,2024-08-01T06:44:12.528Z,2024-08-01T06:44:14.923Z
49052,TX20240501128493,7e4e6b80-e3e4-41cc-aa0d-e1f029fcf920,TRF,,4900,25,4925,MRU,7785,NW396586060,7081,Moustapha Ould Isselmou,4803,NW377610743,4369,Mohamed Salem Camara,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,300,300,NDB-NODE-1,NDB-NODE-1,8300,AGENCY,ANDROID,10.58.25.17,Transfert de 4 900 MRU vers Mohamed Salem Camara,2024-05-01,17:01:34,2024-05-01T15:01:34.961Z,
81601,TX20240801219701,8c433548-3895-41c9-9194-5e6dda8dd706,WIT,,500,50,550,MRU,7382,NM807641625,6720,Sidiki Bathily,,,,,,,,61,NDB-004,Agence Dakhlet Nouadhibou 4,249,Zahra Mint Brahim,FAILED,INSUFFICIENT_BALANCE,160,160,NDB-NODE-1,NKC-NODE-1,8310,MOBILE_APP,ANDROID,10.47.24.221,Retrait de 500 MRU,2024-08-01,18:22:28,2024-08-01T16:22:28.916Z,
50425,TX20240411734868,e21eee74-7e29-47f9-821c-02f2caa59d06,AIR,,1000,0,1000,MRU,1513,NS037351250,1374,Salem Ould Taleb,,,,,,,,,,,,,SUCCESS,,279000,278000,NKC-NODE-1,NKC-NODE-3,8320,MOBILE_APP,ANDROID,10.246.211.154,Recharge crédit de 1 000 MRU,2024-04-11,12:08:33,2024-04-11T10:08:33.053Z,2024-04-11T10:08:33.754Z
92843,TX20240322902255,33937646-5202-4fb3-a54b-df5682e04216,WIT,,500,50,550,MRU,10604,NW807001024,9628,Hamoud Bâ,,,,,,,,48,NKC-S-006,Agence Nouakchott-Sud 6,190,Hafsata Yatabaré,FAILED,INSUFFICIENT_BALANCE,320,320,NDB-NODE-2,NDB-NODE-1,8330,MOBILE_APP,ANDROID,10.201.90.241,Retrait de 500 MRU,2024-03-22,18:55:26,2024-03-22T17:55:26.071Z,
49200,TX20240218400191,b14a12b9-7577-4453-afbe-6a96b3dcad9c,DEP,,100000,0,100000,MRU,10098,NS966768622,9169,Pape Dramé,,,,,,,,12,NKC-N-012,Agence Nouakchott-Nord 12,48,Samba Guèye,SUCCESS,,2019650,2119650,NKC-NODE-3,NKC-NODE-3,8340,USSD,ANDROID,10.222.210.206,Dépôt de 100 000 MRU,2024-02-18,06:24:23,2024-02-18T05:24:23.081Z,2024-02-18T05:24:24.293Z
76095,TX20240117692315,ada54fd4-327d-4301-81da-fbaef8b9a658,BIL,,14000,100,14100,MRU,5837,NW671004560,5308,Mohamed Mahmoud Wade,,,,,,,,,,,,,SUCCESS,,1897300,1883200,NKC-NODE-1,NKC-NODE-3,8350,MOBILE_APP,WEB,10.187.113.97,Paiement facture de 14 000 MRU,2024-01-17,20:12:01,2024-01-17T19:12:01.892Z,2024-01-17T19:12:04.771Z
44648,TX20241002052199,137929ba-3585-44dd-acfe-86fa5a428f26,DEP,,1000,0,1000,MRU,5215,NW643542811,4740,Daba Ndour,,,,,,,,61,NDB-004,Agence Dakhlet Nouadhibou 4,249,Zahra Mint Brahim,SUCCESS,,96700,97700,NDB-NODE-2,NKC-NODE-3,8360,MOBILE_APP,USSD,10.174.46.108,Dépôt de 1 000 MRU,2024-10-02,17:44:06,2024-10-02T15:44:06.326Z,2024-10-02T15:44:08.618Z
47257,TX20240121893837,4314aad4-353e-4099-a788-8fc491b64635,TRF,,5100,50,5150,MRU,3958,NW942479491,3608,Karounga Yatabaré,9695,NM324957609,8803,Fatima Mint Khatri,,,,,,,,,FAILED,LIMIT_MTH,16300,16300,NKC-NODE-2,NDB-NODE-2,8370,MOBILE_APP,USSD,10.150.25.63,Transfert de 5 100 MRU vers Fatima Mint Khatri,2024-01-21,06:05:33,2024-01-21T05:05:33.707Z,
38985,TX20240819025966,b849a328-84a3-4ac1-892a-01b4fe0f7345,DEP,,2000,0,2000,MRU,9303,NW078572154,8443,Zeinab Koita,,,,,,,,39,NKC-O-020,Agence Nouakchott-Ouest 20,161,Kelthoum Mint Ghali,SUCCESS,,261000,263000,NDB-NODE-1,NKC-NODE-2,8380,USSD,ANDROID,10.176.189.193,Dépôt de 2 000 MRU,2024-08-19,17:53:11,2024-08-19T15:53:11.797Z,2024-08-19T15:53:12.484Z
88525,TX20240716023496,76805b1d-a198-4844-8d19-cba3630a2938,DEP,,63000,0,63000,MRU,3717,NW887516290,3399,Soueidatt Ould Ethmane,,,,,,,,22,NKC-O-003,Agence Nouakchott-Ouest 3,91,Halima Barry,SUCCESS,,24575,87575,NKC-NODE-2,NDB-NODE-2,8390,MOBILE_APP,USSD,10.92.139.91,Dépôt de 63 000 MRU,2024-07-16,18:55:40,2024-07-16T16:55:40.345Z,2024-07-16T16:55:42.743Z
66258,TX20240111582750,a206090f-63ba-4cc2-a0e0-b242e42ec601,DEP,,2000,0,2000,MRU,2252,NC213886261,2059,Mohamed Lemine Wade,,,,,,,,18,NKC-N-018,Agence Nouakchott-Nord 18,79,Moctar Ly,SUCCESS,,23300,25300,NKC-NODE-1,NKC-NODE-2,8400,MOBILE_APP,ANDROID,10.71.136.182,Dépôt de 2 000 MRU,2024-01-11,08:41:20,2024-01-11T07:41:20.359Z,2024-01-11T07:41:22.341Z
31562,TX20240316113120,55354c8b-f4c9-4919-874b-2cadf40df9c7,TRF,,2400,25,2425,MRU,3287,NW432317614,2995,Bakary Thiam,242,NW604520321,225,Samba Cissé,,,,,,,,,SUCCESS,,54375,51950,NKC-NODE-3,NDB-NODE-2,8410,MOBILE_APP,ANDROID,10.189.63.144,Transfert de 2 400 MRU vers Samba Cissé,2024-03-16,09:42:51,2024-03-16T08:42:51.924Z,2024-03-16T08:42:54.760Z
82112,TX20240211232695,735bafdd-c3a7-4164-a1a8-5724047062da,TRF,,4900,25,4925,MRU,2780,NW381336480,2545,Moustapha Doucouré,414,NW001354128,379,Houda Niang,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,4450,4450,NKC-NODE-1,NDB-NODE-1,8420,API,ANDROID,10.209.167.14,Transfert de 4 900 MRU vers Houda Niang,2024-02-11,19:14:37,2024-02-11T18:14:37.855Z,
8094,TX20241125839826,50bd85bb-2d7b-42cd-9cad-44c6d624a749,TRF,,3400,25,3425,MRU,8994,NM821712375,8166,Youssouf Ould Jiddou,7506,NW574550655,6830,Zeinab Koné,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1400,1400,NDB-NODE-1,NKC-NODE-2,8430,MOBILE_APP,ANDROID,10.174.107.65,Transfert de 3 400 MRU vers Zeinab Koné,2024-11-25,12:51:24,2024-11-25T11:51:24.170Z,
57807,TX20241111146639,ae386338-b441-4761-b73c-78f742d40a3a,TRF,,1600,25,1625,MRU,6921,NS318665743,6291,Mahfoudh Ould El Hacen,6166,NW620088577,5605,Fatima Niang,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1550,1550,NKC-NODE-3,NKC-NODE-1,8440,USSD,WEB,10.70.80.72,Transfert de 1 600 MRU vers Fatima Niang,2024-11-11,17:50:45,2024-11-11T16:50:45.230Z,
93992,TX20240322324862,7c825383-e513-40a0-817f-685e652c9f64,WIT,,500,50,550,MRU,898,NW546473384,817,Mohamed Lemine Ould Hadrami,,,,,,,,36,NKC-O-017,Agence Nouakchott-Ouest 17,149,Limam Ould Hamadi,FAILED,INSUFFICIENT_BALANCE,50,50,NKC-NODE-1,NKC-NODE-2,8450,USSD,WEB,10.185.133.19,Retrait de 500 MRU,2024-03-22,10:31:04,2024-03-22T09:31:04.431Z,
48418,TX20240613840435,17602d32-847f-4905-8095-9a11f6ad562a,AIR,,500,0,500,MRU,6874,NC828787327,6247,Oumou Diop,,,,,,,,,,,,,SUCCESS,,64000,63500,NKC-NODE-2,NKC-NODE-3,8460,MOBILE_APP,API,10.8.101.132,Recharge crédit de 500 MRU,2024-06-13,07:51:40,2024-06-13T05:51:40.202Z,2024-06-13T05:51:42.632Z
83405,TX20240118812523,a6f33486-3be6-4279-9db4-afcc2f2a5b73,PAY,,13000,195,13195,MRU,6439,NW679846048,5853,Abdel Rahman Sy,,,,,304,MRC963293,undefined du Sahel Nouakchott-Nord,,,,,,FAILED,INSUFFICIENT_BALANCE,805,805,NKC-NODE-2,NDB-NODE-1,8470,MOBILE_APP,ANDROID,10.56.80.159,Paiement de 13 000 MRU chez undefined du Sahel Nouakchott-Nord,2024-01-18,18:46:35,2024-01-18T17:46:35.751Z,
83807,TX20241013619807,6c72c0cd-6bed-4037-9aab-55f30fa8c6c6,TRF,,6300,50,6350,MRU,3804,NW657399535,3474,Yacoub Ould Khatri,4555,NM963293552,4148,Mariam Mint Abdel Aziz,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,750,750,NKC-NODE-2,NKC-NODE-2,8480,MOBILE_APP,IOS,10.177.97.35,Transfert de 6 300 MRU vers Mariam Mint Abdel Aziz,2024-10-13,16:20:25,2024-10-13T14:20:25.941Z,
38132,TX20240211869978,114c600f-66c3-44b2-88be-4f9a0b623c60,REV,,19000,0,19000,MRU,4020,NC983538628,3665,Moussa Touré,,,,,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,2400,2400,NKC-NODE-2,NKC-NODE-3,8490,MOBILE_APP,WEB,10.66.96.155,Transaction de 19 000 MRU,2024-02-11,11:19:52,2024-02-11T10:19:52.581Z,
17,TX20241016130515,4e6e41ad-f2e1-46ef-aad1-811a120661e0,TRF,,3400,25,3425,MRU,5458,NM323292136,4967,Abdel Rahman Gaye,3617,NW940036058,3312,Abeih Ould El Ghassem,,,,,,,,,FAILED,DUP_TX,4300,4300,NKC-NODE-3,NKC-NODE-3,8500,AGENCY,USSD,10.255.27.78,Transfert de 3 400 MRU vers Abeih Ould El Ghassem,2024-10-16,10:13:08,2024-10-16T08:13:08.469Z,
24165,TX20240208970985,772ab6df-3fb8-4b57-83d8-a92c1cc475c4,PAY,,1100,17,1117,MRU,6366,NS169573426,5784,Cheikhna Ould Taleb,,,,,243,MRC074212,undefined Capital Trarza,,,,,,SUCCESS,,4666,3549,NKC-NODE-3,NKC-NODE-3,8510,USSD,ANDROID,10.212.73.206,Paiement de 1 100 MRU chez undefined Capital Trarza,2024-02-08,09:40:28,2024-02-08T08:40:28.775Z,2024-02-08T08:40:30.623Z
18246,TX20240515579222,74476741-8076-45e1-8cd7-58e035940039,PAY,,4300,65,4365,MRU,7046,NW768759608,6404,Ndongo Ba,,,,,332,MRC167809,undefined Plus Nouakchott-Ouest,,,,,,SUCCESS,,76435,72070,NKC-NODE-1,NKC-NODE-1,8520,WEB,ANDROID,10.23.41.49,Paiement de 4 300 MRU chez undefined Plus Nouakchott-Ouest,2024-05-15,16:04:27,2024-05-15T14:04:27.016Z,2024-05-15T14:04:28.136Z
83750,TX20240902987603,c6bd4963-f742-456b-a8aa-43c5a0718480,DEP,,48000,0,48000,MRU,5072,NW450476825,4603,Idrissa Bathily,,,,,,,,30,NKC-O-011,Agence Nouakchott-Ouest 11,122,Defa Mint Ghali,SUCCESS,,434300,482300,NDB-NODE-2,NKC-NODE-2,8530,MOBILE_APP,USSD,10.89.153.14,Dépôt de 48 000 MRU,2024-09-02,14:50:46,2024-09-02T12:50:46.309Z,2024-09-02T12:50:47.346Z
